Clock	Marker	Coefficient	
Horvath-pan-mammalian	cg25278124	0.159114903	clock2
Horvath-pan-mammalian	cg25368206	0.016105737	clock2
Horvath-pan-mammalian	cg25381383	0.041631536	clock2
Horvath-pan-mammalian	cg25410683	-0.085329616	clock2
Horvath-pan-mammalian	cg25430089	-0.020268953	clock2
Horvath-pan-mammalian	cg25467897	-0.140293455	clock2
Horvath-pan-mammalian	cg25518911	-0.010182216	clock2
Horvath-pan-mammalian	cg25615279	-0.00280266	clock2
Horvath-pan-mammalian	cg25622623	0.18092974	clock2
Horvath-pan-mammalian	cg25639084	5.2396E-05	clock2
Horvath-pan-mammalian	cg25649550	0.011325588	clock2
Horvath-pan-mammalian	cg25651791	-0.010173533	clock2
Horvath-pan-mammalian	cg25662803	0.009361139	clock2
Horvath-pan-mammalian	cg25687751	-0.184949697	clock2
Horvath-pan-mammalian	cg25694286	0.03906294	clock2
Horvath-pan-mammalian	cg25699407	0.016269336	clock2
Horvath-pan-mammalian	cg25731502	-0.046427291	clock2
Horvath-pan-mammalian	cg25771548	-0.02646563	clock2
Horvath-pan-mammalian	cg25805807	-0.320456857	clock2
Horvath-pan-mammalian	cg25824158	-0.019594811	clock2
Horvath-pan-mammalian	cg25905455	-0.048321972	clock2
Horvath-pan-mammalian	cg25906744	0.025919774	clock2
Horvath-pan-mammalian	cg25950871	-0.269582056	clock2
Horvath-pan-mammalian	cg25960060	-0.125528889	clock2
Horvath-pan-mammalian	cg26032884	0.004237064	clock2
Horvath-pan-mammalian	cg26045960	-0.030939129	clock2
Horvath-pan-mammalian	cg26062663	-0.024188218	clock2
Horvath-pan-mammalian	cg26067250	0.202248114	clock2
Horvath-pan-mammalian	cg26072749	-0.07771169	clock2
Horvath-pan-mammalian	cg26102159	-0.050198557	clock2
Horvath-pan-mammalian	cg26120306	-0.110019428	clock2
Horvath-pan-mammalian	cg26234822	-0.055126606	clock2
Horvath-pan-mammalian	cg26260350	0.07759569	clock2
Horvath-pan-mammalian	cg26275174	-6.60E-06	clock2
Horvath-pan-mammalian	cg26363341	0.06259674	clock2
Horvath-pan-mammalian	cg26420776	0.038035306	clock2
Horvath-pan-mammalian	cg26425570	-0.013206227	clock2
Horvath-pan-mammalian	cg26474314	0.045734696	clock2
Horvath-pan-mammalian	cg26476447	-0.242123005	clock2
Horvath-pan-mammalian	cg26512254	0.693059678	clock2
Horvath-pan-mammalian	cg26581729	-0.127904686	clock2
Horvath-pan-mammalian	cg26594414	-0.024796396	clock2
Horvath-pan-mammalian	cg26598122	-0.1126144	clock2
Horvath-pan-mammalian	cg26603143	-0.077328235	clock2
Horvath-pan-mammalian	cg26616379	-0.424801411	clock2
Horvath-pan-mammalian	cg26709300	-0.065382425	clock2
Horvath-pan-mammalian	cg26781330	0.006896698	clock2
Horvath-pan-mammalian	cg26844246	0.208010479	clock2
Horvath-pan-mammalian	cg26845017	-0.036741219	clock2
Horvath-pan-mammalian	cg26845448	0.023735756	clock2
Horvath-pan-mammalian	cg26869371	-0.053183747	clock2
Horvath-pan-mammalian	cg26885075	-0.001695069	clock2
Horvath-pan-mammalian	cg26917960	0.000871896	clock2
Horvath-pan-mammalian	cg26920416	0.061176379	clock2
Horvath-pan-mammalian	cg26957053	0.014348496	clock2
Horvath-pan-mammalian	cg26973693	0.033974607	clock2
Horvath-pan-mammalian	cg26989456	-0.00046464	clock2
Horvath-pan-mammalian	cg27035369	-0.031690947	clock2
Horvath-pan-mammalian	cg27096599	0.017054725	clock2
Horvath-pan-mammalian	cg27201382	0.523617881	clock2
Horvath-pan-mammalian	cg27208859	0.046076245	clock2
Horvath-pan-mammalian	cg27228973	-0.099499472	clock2
Horvath-pan-mammalian	cg27242082	0.013757625	clock2
Horvath-pan-mammalian	cg27275508	-0.000925784	clock2
Horvath-pan-mammalian	cg27291552	-0.012516233	clock2
Horvath-pan-mammalian	cg27291660	0.025200246	clock2
Horvath-pan-mammalian	cg27294582	-0.036941452	clock2
Horvath-pan-mammalian	cg27299745	-0.022374323	clock2
Horvath-pan-mammalian	cg27300575	-0.06230598	clock2
Horvath-pan-mammalian	cg27430422	0.21164923	clock2
Horvath-pan-mammalian	cg27492942	-0.026234893	clock2
Horvath-pan-mammalian	cg27547112	0.02947715	clock2
Horvath-pan-mammalian	cg27593991	-0.088300422	clock2
Horvath-pan-mammalian	cg27637521	0.008219951	clock2
Horvath-pan-mammalian	cg00101675	-0.101353504	clock3
Horvath-pan-mammalian	cg06259996	0.045149111	clock3
Horvath-pan-mammalian	cg08938156	0.663271652	clock3
Horvath-pan-mammalian	cg15168457	0.766234115	clock3
Horvath-pan-mammalian	cg20370622	0.5491911	clock3
Horvath-pan-mammalian	cg27593991	-0.369411124	clock3
Horvath-pan-mammalian	cg20146241	-0.002222729	clock3
Horvath-pan-mammalian	cg03747401	0.000492682	clock3
Horvath-pan-mammalian	cg15403305	-0.000253547	clock3
Horvath-pan-mammalian	cg02692845	-0.490593662	clock3
Horvath-pan-mammalian	cg03679521	0.282266721	clock3
Horvath-pan-mammalian	cg20236179	-0.102320369	clock3
Horvath-pan-mammalian	cg11700079	0.358728283	clock3
Horvath-pan-mammalian	cg01910711	0.179244863	clock3
Horvath-pan-mammalian	cg14880272	-0.008148167	clock3
Horvath-pan-mammalian	cg10501210	-0.277377634	clock3
Horvath-pan-mammalian	cg26844246	0.160138445	clock3
Horvath-pan-mammalian	cg04889095	0.222007631	clock3
Horvath-pan-mammalian	cg13532184	0.289516582	clock3
Horvath-pan-mammalian	cg24312350	0.161830401	clock3
Horvath-pan-mammalian	cg26603143	-0.72555414	clock3
Horvath-pan-mammalian	cg06482098	-0.069266116	clock3
Horvath-pan-mammalian	cg19927064	1.412476859	clock3
Horvath-pan-mammalian	cg08180952	0.218489613	clock3
Horvath-pan-mammalian	cg10040836	-0.002598804	clock3
Horvath-pan-mammalian	cg11686722	0.248000996	clock3
Horvath-pan-mammalian	cg14297772	-0.212410327	clock3
Horvath-pan-mammalian	cg11857072	-0.336689496	clock3
Horvath-pan-mammalian	cg12501063	-0.229105127	clock3
Horvath-pan-mammalian	cg14136214	-0.031930305	clock3
Horvath-pan-mammalian	cg18168101	-0.129017152	clock3
Horvath-pan-mammalian	cg15330117	-0.080674221	clock3
Horvath-pan-mammalian	cg18418719	1.806027578	clock3
Horvath-pan-mammalian	cg26845448	0.306361532	clock3
Horvath-pan-mammalian	cg09474015	-0.480858001	clock3
Horvath-pan-mammalian	cg07727941	-0.089030437	clock3
Horvath-pan-mammalian	cg07991826	0.585346756	clock3
Horvath-pan-mammalian	cg08510667	0.031267603	clock3
Horvath-pan-mammalian	cg09606114	-0.129866284	clock3
Horvath-pan-mammalian	cg21102477	-0.073397784	clock3
Horvath-pan-mammalian	cg20023049	0.169354121	clock3
Horvath-pan-mammalian	cg20804050	-1.321369915	clock3
Horvath-pan-mammalian	cg25383995	-0.01341132	clock3
Horvath-pan-mammalian	cg16717607	-0.046869846	clock3
Horvath-pan-mammalian	cg22454769	0.000639658	clock3
Horvath-pan-mammalian	cg26148010	0.034281503	clock3
Horvath-pan-mammalian	cg25066947	-0.023362729	clock3
Horvath-pan-mammalian	cg01019040	-0.001225076	clock3
Horvath-pan-mammalian	cg25467897	-0.25262615	clock3
Horvath-pan-mammalian	cg01998606	0.208019228	clock3
Horvath-pan-mammalian	cg02828846	0.097898009	clock3
Horvath-pan-mammalian	cg14172937	-0.07573239	clock3
Horvath-pan-mammalian	cg22338839	-0.546324871	clock3
Horvath-pan-mammalian	cg22844979	-0.025418919	clock3
Horvath-pan-mammalian	cg08681110	0.172314244	clock3
Horvath-pan-mammalian	cg09362546	-0.162794225	clock3
Horvath-pan-mammalian	cg12325485	-0.177777194	clock3
Horvath-pan-mammalian	cg15229894	-0.014541432	clock3
Horvath-pan-mammalian	cg07423797	0.102672185	clock3
Horvath-pan-mammalian	cg18060631	-0.274194105	clock3
Horvath-pan-mammalian	cg02499612	-0.123567785	clock3
Horvath-pan-mammalian	cg14865782	-0.147606142	clock3
Horvath-pan-mammalian	cg20212950	-0.469851341	clock3
Horvath-pan-mammalian	cg04847707	-0.067071704	clock3
Horvath-pan-mammalian	cg16867657	0.09370173	clock3
Horvath-pan-mammalian	cg17266282	0.05051112	clock3
Horvath-pan-mammalian	cg18468088	0.041370545	clock3
Horvath-pan-mammalian	cg26781330	0.109453558	clock3
Horvath-pan-mammalian	cg04186556	-0.242846899	clock3
Horvath-pan-mammalian	cg05911522	-0.016089608	clock3
Horvath-pan-mammalian	cg17201550	0.163603368	clock3
Horvath-pan-mammalian	cg18573296	0.112850107	clock3
Horvath-pan-mammalian	cg11128281	0.257841317	clock3
Horvath-pan-mammalian	cg11664765	0.380126654	clock3
Horvath-pan-mammalian	cg25622623	0.111890056	clock3
Horvath-pan-mammalian	cg27495736	-0.159510583	clock3
Horvath-pan-mammalian	cg03708116	0.073436361	clock3
Horvath-pan-mammalian	cg00900734	-0.001842275	clock3
Horvath-pan-mammalian	cg00535482	-0.151438496	clock3
Horvath-pan-mammalian	cg11666770	0.07125447	clock3
Horvath-pan-mammalian	cg15547854	-0.06273339	clock3
Horvath-pan-mammalian	cg20265593	0.537666428	clock3
Horvath-pan-mammalian	cg17049911	0.098395831	clock3
Horvath-pan-mammalian	cg21084050	-0.058267433	clock3
Horvath-pan-mammalian	cg12815291	0.031182491	clock3
Horvath-pan-mammalian	cg13496662	-0.084438948	clock3
Horvath-pan-mammalian	cg02041553	0.69422447	clock3
Horvath-pan-mammalian	cg05191959	-3.764436323	clock3
Horvath-pan-mammalian	cg22113843	0.152062484	clock3
Horvath-pan-mammalian	cg23754860	-0.225936545	clock3
Horvath-pan-mammalian	cg25210084	0.001086359	clock3
Horvath-pan-mammalian	cg12651099	0.253632619	clock3
Horvath-pan-mammalian	cg20076842	-0.107928798	clock3
Horvath-pan-mammalian	cg01150494	0.575928418	clock3
Horvath-pan-mammalian	cg15571405	-0.205716271	clock3
Horvath-pan-mammalian	cg12756474	-0.100706799	clock3
Horvath-pan-mammalian	cg13057591	-0.012233343	clock3
Horvath-pan-mammalian	cg09710440	1.85468949	clock3
Horvath-pan-mammalian	cg26917960	0.177633092	clock3
Horvath-pan-mammalian	cg21390586	-0.47211837	clock3
Horvath-pan-mammalian	cg25140691	0.149110906	clock3
Horvath-pan-mammalian	cg00310215	0.022029465	clock3
Horvath-pan-mammalian	cg15809488	-0.471813578	clock3
Horvath-pan-mammalian	cg01486146	0.125366903	clock3
Horvath-pan-mammalian	cg05575054	0.094140661	clock3
Horvath-pan-mammalian	cg23087015	0.690743561	clock3
Horvath-pan-mammalian	cg09461098	-0.331083197	clock3
Horvath-pan-mammalian	cg13909487	0.469459236	clock3
Horvath-pan-mammalian	cg19591642	-0.293056301	clock3
Horvath-pan-mammalian	cg07005811	-0.054121743	clock3
Horvath-pan-mammalian	cg03663497	0.053377289	clock3
Horvath-pan-mammalian	cg12053353	-0.02622204	clock3
Horvath-pan-mammalian	cg11025714	-0.027340452	clock3
Horvath-pan-mammalian	cg13753818	-0.001021425	clock3
Horvath-pan-mammalian	cg10644072	-0.076933725	clock3
Horvath-pan-mammalian	cg15746205	-0.190510715	clock3
Horvath-pan-mammalian	cg09227056	1.436995391	clock3
Horvath-pan-mammalian	cg13233081	-0.003364372	clock3
Horvath-pan-mammalian	cg18141557	0.128817887	clock3
Horvath-pan-mammalian	cg19711579	1.133288617	clock3
Horvath-pan-mammalian	cg11084334	0.475738408	clock3
Horvath-pan-mammalian	cg12841266	0.999456681	clock3
Horvath-pan-mammalian	cg13702222	-0.19236484	clock3
Horvath-pan-mammalian	cg19981759	0.024873945	clock3
Horvath-pan-mammalian	cg23449696	0.164127402	clock3
Horvath-pan-mammalian	cg24866418	0.540912434	clock3
Horvath-pan-mammalian	cg25731502	-0.075896887	clock3
Horvath-pan-mammalian	cg12428891	0.197037276	clock3
Horvath-pan-mammalian	cg15741341	-0.011315598	clock3
Horvath-pan-mammalian	cg12880090	-0.105456877	clock3
Horvath-pan-mammalian	cg18304538	0.275639808	clock3
Horvath-pan-mammalian	cg20615601	-0.238719201	clock3
Horvath-pan-mammalian	cg24352905	1.73821818	clock3
Horvath-pan-mammalian	cg27088374	-0.172613429	clock3
Horvath-pan-mammalian	cg09817427	0.516067401	clock3
Horvath-pan-mammalian	cg17215796	-0.010448122	clock3
Horvath-pan-mammalian	cg27072792	-0.027400495	clock3
Horvath-pan-mammalian	cg27201382	0.811053405	clock3
Horvath-pan-mammalian	cg08563010	-0.317955569	clock3
Horvath-pan-mammalian	cg10466667	-0.247705629	clock3
Horvath-pan-mammalian	cg14903956	-0.083714102	clock3
Horvath-pan-mammalian	cg18894136	-0.016046642	clock3
Horvath-pan-mammalian	cg22069272	-0.291975844	clock3
Horvath-pan-mammalian	cg23415880	0.033510249	clock3
Horvath-pan-mammalian	cg23985931	0.159317241	clock3
Horvath-pan-mammalian	cg12879445	0.357544055	clock3
Horvath-pan-mammalian	cg11235379	0.303685223	clock3
Horvath-pan-mammalian	cg15437942	0.122866361	clock3
Horvath-pan-mammalian	cg16454989	-0.06611515	clock3
Horvath-pan-mammalian	cg17856858	-0.12830834	clock3
Horvath-pan-mammalian	cg20766695	1.063112086	clock3
Horvath-pan-mammalian	cg26312920	-0.002258321	clock3
Horvath-pan-mammalian	cg07547549	0.668011925	clock3
Horvath-pan-mammalian	cg01846532	-0.137163732	clock3
Horvath-pan-mammalian	cg02766818	0.330954773	clock3
Horvath-pan-mammalian	cg27698932	-0.109354376	clock3
Horvath-pan-mammalian	cg24707133	-0.058603395	clock3
Horvath-pan-mammalian	cg19719499	0.068618538	clock3
Horvath-pan-mammalian	cg21132526	0.036681333	clock3
Horvath-pan-mammalian	cg27507315	-0.177939565	clock3
Horvath-pan-mammalian	cg05704605	0.448091842	clock3
Horvath-pan-mammalian	cg18963985	-1.121128425	clock3
Horvath-pan-mammalian	cg16554811	0.058233331	clock3
Horvath-pan-mammalian	cg15855274	0.016753779	clock3
Horvath-pan-mammalian	cg15702573	-0.006734195	clock3
Horvath-pan-mammalian	cg21815434	0.107073217	clock3
Horvath-pan-mammalian	cg00650422	0.148391343	clock3
Horvath-pan-mammalian	cg17369088	-0.071507012	clock3
Horvath-pan-mammalian	cg25055739	-0.005081568	clock3
Horvath-pan-mammalian	cg21602520	-0.006300446	clock3
Horvath-pan-mammalian	cg22416332	-0.343624744	clock3
Horvath-pan-mammalian	cg07292994	-0.213066626	clock3
Horvath-pan-mammalian	cg21673805	-0.088464834	clock3
Horvath-pan-mammalian	cg09809672	-0.299948654	clock3
Horvath-pan-mammalian	cg12338698	-0.429965158	clock3
Horvath-pan-mammalian	cg09984378	-0.17529134	clock3
Horvath-pan-mammalian	cg19368807	-0.003501837	clock3
Horvath-pan-mammalian	cg26589497	-0.084441888	clock3
Horvath-pan-mammalian	cg07373156	-0.010921079	clock3
Horvath-pan-mammalian	cg05039938	-0.11980594	clock3
Horvath-pan-mammalian	cg06997801	0.879050117	clock3
Horvath-pan-mammalian	cg07172031	-0.139393158	clock3
Horvath-pan-mammalian	cg07564343	-0.059142465	clock3
Horvath-pan-mammalian	cg07932605	0.003474129	clock3
Horvath-pan-mammalian	cg08651129	-0.210809633	clock3
Horvath-pan-mammalian	cg11677981	0.151532645	clock3
Horvath-pan-mammalian	cg13589316	-0.116098346	clock3
Horvath-pan-mammalian	cg14361875	-0.078773803	clock3
Horvath-pan-mammalian	cg10810311	-0.002959966	clock3
Horvath-pan-mammalian	cg10916192	-0.006764545	clock3
Horvath-pan-mammalian	cg10930156	0.667346607	clock3
Horvath-pan-mammalian	cg11214667	-0.044423093	clock3
Horvath-pan-mammalian	cg11407867	-0.685978061	clock3
Horvath-pan-mammalian	cg16286672	-0.012404138	clock3
Horvath-pan-mammalian	cg16367356	-0.01141503	clock3
Horvath-pan-mammalian	cg16636772	-0.002580468	clock3
Horvath-pan-mammalian	cg16745091	0.258721628	clock3
Horvath-pan-mammalian	cg16981766	0.009542793	clock3
Horvath-pan-mammalian	cg16376499	-0.561652137	clock3
Horvath-pan-mammalian	cg16624401	-0.160348286	clock3
Horvath-pan-mammalian	cg11438204	0.648551985	clock3
Horvath-pan-mammalian	cg11516694	-0.298006473	clock3
Horvath-pan-mammalian	cg11864223	-0.102898692	clock3
Horvath-pan-mammalian	cg12307242	0.154614602	clock3
Horvath-pan-mammalian	cg12685265	0.716542527	clock3
Horvath-pan-mammalian	cg12981876	-0.03612098	clock3
Horvath-pan-mammalian	cg13188467	-5.22E-05	clock3
Horvath-pan-mammalian	cg14397160	0.089876334	clock3
Horvath-pan-mammalian	cg14728312	0.012684066	clock3
Horvath-pan-mammalian	cg05111574	-0.048398641	clock3
Horvath-pan-mammalian	cg06799948	0.488363422	clock3
Horvath-pan-mammalian	cg12642246	0.10851454	clock3
Horvath-pan-mammalian	cg13916600	0.205651803	clock3
Horvath-pan-mammalian	cg15182157	-0.0441715	clock3
Horvath-pan-mammalian	cg26869371	-0.001102866	clock3
Horvath-pan-mammalian	cg01938132	-0.05659672	clock3
Horvath-pan-mammalian	cg03247467	-0.078234496	clock3
Horvath-pan-mammalian	cg09360996	-0.26521743	clock3
Horvath-pan-mammalian	cg26294431	0.022414867	clock3
Horvath-pan-mammalian	cg26363341	0.17555226	clock3
Horvath-pan-mammalian	cg26736130	-0.012583717	clock3
Horvath-pan-mammalian	cg02963786	-0.194348322	clock3
Horvath-pan-mammalian	cg18535797	0.057663626	clock3
Horvath-pan-mammalian	cg19414994	0.006338182	clock3
Horvath-pan-mammalian	cg20221627	-0.067873466	clock3
Horvath-pan-mammalian	cg14412072	-0.028105971	clock3
Horvath-pan-mammalian	cg15810562	-0.276014296	clock3
Horvath-pan-mammalian	cg17041137	-0.01845432	clock3
Horvath-pan-mammalian	cg17356452	0.0419814	clock3
Horvath-pan-mammalian	cg26581729	-0.137446366	clock3
Horvath-pan-mammalian	cg14517144	0.438544955	clock3
Horvath-pan-mammalian	cg15597031	0.119983765	clock3
Horvath-pan-mammalian	cg15686078	-0.247259164	clock3
Horvath-pan-mammalian	cg26102159	-0.429682733	clock3
Horvath-pan-mammalian	cg26120306	-0.15108904	clock3
Horvath-pan-mammalian	cg00467357	-0.082605168	clock3
Horvath-pan-mammalian	cg23778391	-0.301420662	clock3
Horvath-pan-mammalian	cg24148137	-0.012365809	clock3
Horvath-pan-mammalian	cg06156376	0.096003595	clock3
Horvath-pan-mammalian	cg20635820	0.184078903	clock3
Horvath-pan-mammalian	cg23128382	-0.264275205	clock3
Horvath-pan-mammalian	cg24653269	-0.164032107	clock3
Horvath-pan-mammalian	cg18169540	0.047918741	clock3
Horvath-pan-mammalian	cg11254527	0.080294523	clock3
Horvath-pan-mammalian	cg11672180	0.069421699	clock3
Horvath-pan-mammalian	cg26014931	0.068547681	clock3
Horvath-pan-mammalian	cg26081366	-0.105373044	clock3
Horvath-pan-mammalian	cg26234822	-0.383495252	clock3
Horvath-pan-mammalian	cg26472530	0.11617635	clock3
Horvath-pan-mammalian	cg26659116	-0.077821475	clock3
Horvath-pan-mammalian	cg26879535	-0.01279414	clock3
Horvath-pan-mammalian	cg26885075	-0.074328327	clock3
Horvath-pan-mammalian	cg11217865	-0.022450289	clock3
Horvath-pan-mammalian	cg11327514	-0.340900203	clock3
Horvath-pan-mammalian	cg12394655	-0.087890496	clock3
Horvath-pan-mammalian	cg13242392	-1.922703333	clock3
Horvath-pan-mammalian	cg06828322	-0.002139529	clock3
Horvath-pan-mammalian	cg07069838	0.009522883	clock3
Horvath-pan-mammalian	cg07081182	0.080141341	clock3
Horvath-pan-mammalian	cg07265990	0.261674048	clock3
Horvath-pan-mammalian	cg04204168	-0.101054197	clock3
Horvath-pan-mammalian	cg04366185	0.072901306	clock3
Horvath-pan-mammalian	cg05544360	0.001153611	clock3
Horvath-pan-mammalian	cg07056567	-0.116985631	clock3
Horvath-pan-mammalian	cg07323940	-0.196453095	clock3
Horvath-pan-mammalian	cg08074329	0.728638707	clock3
Horvath-pan-mammalian	cg08570512	-0.000441086	clock3
Horvath-pan-mammalian	cg09108310	-0.4180349	clock3
Horvath-pan-mammalian	cg09784081	-0.011106595	clock3
Horvath-pan-mammalian	cg10042482	-0.010240392	clock3
Horvath-pan-mammalian	cg12156848	0.412370274	clock3
Horvath-pan-mammalian	cg13301933	-0.013827971	clock3
Horvath-pan-mammalian	cg13953571	0.334016111	clock3
Horvath-pan-mammalian	cg15296094	0.013429598	clock3
Horvath-pan-mammalian	cg16697952	0.639392112	clock3
Horvath-pan-mammalian	cg03820088	0.043114282	clock3
Horvath-pan-mammalian	cg02456804	0.379270187	clock3
Horvath-pan-mammalian	cg02681015	-0.072556891	clock3
Horvath-pan-mammalian	cg02800363	-0.50807175	clock3
Horvath-pan-mammalian	cg03420509	-0.193894137	clock3
Horvath-pan-mammalian	cg03521797	-0.439122589	clock3
Horvath-pan-mammalian	cg09557545	-0.019032012	clock3
Horvath-pan-mammalian	cg07774376	-0.024341389	clock3
Horvath-pan-mammalian	cg07881279	-0.110240832	clock3
Horvath-pan-mammalian	cg08040307	0.435126202	clock3
Horvath-pan-mammalian	cg01797373	-0.002763532	clock3
Horvath-pan-mammalian	cg02287493	0.001090366	clock3
Horvath-pan-mammalian	cg04103301	-0.109385079	clock3
Horvath-pan-mammalian	cg08446005	0.145241615	clock3
Horvath-pan-mammalian	cg10381180	-0.081508838	clock3
Horvath-pan-mammalian	cg21102110	0.025268633	clock3
Horvath-pan-mammalian	cg21180487	0.037041212	clock3
Horvath-pan-mammalian	cg21197642	0.00383795	clock3
Horvath-pan-mammalian	cg21278764	-0.194210869	clock3
Horvath-pan-mammalian	cg00454305	-0.031355827	clock3
Horvath-pan-mammalian	cg00871371	-0.017405551	clock3
Horvath-pan-mammalian	cg16925789	-0.033470309	clock3
Horvath-pan-mammalian	cg18094982	0.148648511	clock3
Horvath-pan-mammalian	cg18679961	-0.000740747	clock3
Horvath-pan-mammalian	cg18743610	-0.042379031	clock3
Horvath-pan-mammalian	cg19195912	-0.128597244	clock3
Horvath-pan-mammalian	cg19271316	0.025367206	clock3
Horvath-pan-mammalian	cg19584582	-0.517290376	clock3
Horvath-pan-mammalian	cg20059238	-0.047394038	clock3
Horvath-pan-mammalian	cg20391664	0.024519998	clock3
Horvath-pan-mammalian	cg20621276	-0.054805639	clock3
Horvath-pan-mammalian	cg21621248	-0.076526559	clock3
Horvath-pan-mammalian	cg01137681	0.132885563	clock3
Horvath-pan-mammalian	cg21246299	-0.079645143	clock3
Horvath-pan-mammalian	cg21839725	0.079802694	clock3
Horvath-pan-mammalian	cg23567910	0.257780999	clock3
Horvath-pan-mammalian	cg24080303	-0.104404456	clock3
Horvath-pan-mammalian	cg16816020	-0.041985123	clock3
Horvath-pan-mammalian	cg16960327	0.056635544	clock3
Horvath-pan-mammalian	cg17267107	0.267156793	clock3
Horvath-pan-mammalian	cg22354333	-0.749796974	clock3
Horvath-pan-mammalian	cg22409694	0.039017227	clock3
Horvath-pan-mammalian	cg23287176	0.047252686	clock3
Horvath-pan-mammalian	cg23405931	0.003635825	clock3
Horvath-pan-mammalian	cg23692250	-0.08995358	clock3
Horvath-pan-mammalian	cg22703759	-0.032958282	clock3
Horvath-pan-mammalian	cg22943590	-0.281073482	clock3
Horvath-pan-mammalian	cg09642734	-0.065665659	clock3
Horvath-pan-mammalian	cg25072946	0.045744044	clock3
Horvath-pan-mammalian	cg25172570	-0.364442137	clock3
Horvath-pan-mammalian	cg03942000	0.426064339	clock3
Horvath-pan-mammalian	cg04111974	-0.352350902	clock3
Horvath-pan-mammalian	cg24787338	0.044447569	clock3
Horvath-pan-mammalian	cg25430489	0.061027989	clock3
Horvath-pan-mammalian	cg26476447	-0.279794003	clock3
Horvath-pan-mammalian	cg26957053	0.022360153	clock3
Horvath-pan-mammalian	cg01153166	0.080613126	clock3
Horvath-pan-mammalian	cg23423329	-0.184100493	clock3
Horvath-pan-mammalian	cg23687194	0.034758899	clock3
Horvath-pan-mammalian	cg25699407	0.153052203	clock3
Horvath-pan-mammalian	cg06147321	0.018687956	clock3
Horvath-pan-mammalian	cg00258262	0.06468161	clock3
Horvath-pan-mammalian	cg00493843	0.118059695	clock3
Horvath-pan-mammalian	cg00694357	-0.93733952	clock3
Horvath-pan-mammalian	cg00935831	0.180607573	clock3
Horvath-pan-mammalian	cg01169686	-0.045590413	clock3
Horvath-pan-mammalian	cg01648457	-0.153026387	clock3
Horvath-pan-mammalian	cg02034779	0.030145638	clock3
Horvath-pan-mammalian	cg02172466	0.026334358	clock3
Horvath-pan-mammalian	cg02270238	-0.019930954	clock3
Horvath-pan-mammalian	cg14472711	-0.058681895	clock3
Horvath-pan-mammalian	cg15408728	-0.202424702	clock3
Horvath-pan-mammalian	cg20100200	0.255807282	clock3
Horvath-pan-mammalian	cg20422755	-0.043115039	clock3
Horvath-pan-mammalian	cg20896439	-0.401476283	clock3
Horvath-pan-mammalian	cg00096922	-0.006462243	clock3
Horvath-pan-mammalian	cg00195533	-0.087343274	clock3
Horvath-pan-mammalian	cg00399596	-0.735606071	clock3
Horvath-pan-mammalian	cg01053290	-0.132896022	clock3
Horvath-pan-mammalian	cg22146484	-0.63973459	clock3
Horvath-pan-mammalian	cg05207134	0.390179413	clock3
Horvath-pan-mammalian	cg06721379	-0.003631745	clock3
Horvath-pan-mammalian	cg07332354	0.041508527	clock3
Horvath-pan-mammalian	cg23274273	-0.063091964	clock3
Horvath-pan-mammalian	cg10711876	-0.022726787	clock3
Horvath-pan-mammalian	cg16701192	-0.384000583	clock3
Horvath-pan-mammalian	cg16848740	0.048442105	clock3
Horvath-pan-mammalian	cg17455697	-0.07262777	clock3
Horvath-pan-mammalian	cg18691948	0.093556876	clock3
Horvath-pan-mammalian	cg19111172	-0.080646823	clock3
Horvath-pan-mammalian	cg19296935	0.283938189	clock3
Horvath-pan-mammalian	cg19319735	0.167872735	clock3
Horvath-pan-mammalian	cg20726505	-0.217732599	clock3
Horvath-pan-mammalian	cg22454306	-0.275497034	clock3
Horvath-pan-mammalian	cg16986738	-0.044528166	clock3
Horvath-pan-mammalian	cg17116410	0.08782829	clock3
Horvath-pan-mammalian	cg25326872	-0.072806719	clock3
Horvath-pan-mammalian	cg25906744	0.171057951	clock3
Horvath-pan-mammalian	cg26748472	-0.036223335	clock3
Horvath-pan-mammalian	cg27035369	-0.074648754	clock3
Horvath-pan-mammalian	cg27069680	-0.140807518	clock3
Horvath-pan-mammalian	cg27208859	0.012632306	clock3
Horvath-pan-mammalian	cg07978738	-0.072963527	clock3
Horvath-pan-mammalian	cg02007453	-0.042590582	clock3
Horvath-pan-mammalian	cg02177464	0.330015992	clock3
Horvath-pan-mammalian	cg02471195	0.108796337	clock3
Horvath-pan-mammalian	cg03588035	-0.253244622	clock3
Horvath-pan-mammalian	cg01038105	-0.186933701	clock3
Horvath-pan-mammalian	cg09061197	0.103388119	clock3
Horvath-pan-mammalian	cg10609096	0.748360399	clock3
Horvath-pan-mammalian	cg10710448	-0.177457728	clock3
Horvath-pan-mammalian	cg11997199	-0.174165582	clock3
Horvath-pan-mammalian	cg12945551	-0.00047052	clock3
Horvath-pan-mammalian	cg13182287	-0.182675068	clock3
Horvath-pan-mammalian	cg13884903	-0.0111276	clock3
Horvath-pan-mammalian	cg14299268	0.150762381	clock3
Horvath-pan-mammalian	cg15471501	0.29187077	clock3
Horvath-pan-mammalian	cg18188156	-0.084773865	clock3
Horvath-pan-mammalian	cg18851565	0.114777653	clock3
Horvath-pan-mammalian	cg24393114	0.083142242	clock3
Horvath-pan-mammalian	cg26062663	-0.054096784	clock3
Horvath-pan-mammalian	cg27299745	-0.019781065	clock3
Horvath-pan-mammalian	cg00114412	-0.060647394	clock3
